ccntype,ccn,validthru,key,pin,quota
MasterCard,3608-1192-5988-1673,2021-06-12,7047,243,1300
American Express,3608-1721-4344-1686,2023-03-07,2332,679,1900
Wells Fargo,3608-2596-5038-1064,2021-01-18,4639,540,2000
Discover,3608-1333-4329-1839,2021-12-07,7009,237,1600
Bank of America,3608-1721-5691-1188,2025-12-10,3098,932,1700
Bank of America,3608-2751-5983-1537,2025-07-16,7730,080,1000
MasterCard,3608-1192-5983-1351,2022-08-12,4526,950,1200
BarclayCard US,3608-1192-5632-1157,2025-06-14,6790,415,1700
Bank of America,3608-1782-5196-1056,2018-04-11,4489,618,1700
PNC,3608-2751-5983-1828,2018-12-28,5092,390,1400
Capital One,3608-1192-5038-1185,2022-12-07,3603,933,1100
Discover,3608-2968-4458-1361,2020-04-19,3412,103,1300
MasterCard,3608-1682-4288-1300,2021-01-08,6926,875,1400
Bank of America,3608-2588-4160-1839,2019-10-22,5201,783,1100
MasterCard,3608-1782-4005-1300,2025-07-30,5182,870,1000
Wells Fargo,3608-2588-5634-1837,2020-07-22,6864,197,1100
Bank of America,3608-1682-5196-1109,2023-01-23,7488,206,1700
Discover,3608-1721-5152-1497,2024-12-27,3452,239,1900
Wells Fargo,3608-1395-4329-1558,2025-05-07,4739,807,1400
Chase,3608-1333-4994-1931,2023-03-11,4370,351,1600
Capital One,3608-1333-5038-1068,2025-02-22,6994,575,1900
Bank of America,3608-2181-5489-1597,2021-06-08,5146,290,2000
Capital One,3608-2507-4856-1631,2025-12-27,6240,734,1300
Citibank,3608-1782-4005-1794,2022-05-09,6093,051,1900
American Express,3608-2968-5632-1214,2020-03-11,6409,587,1200
PNC,3608-1333-5038-1215,2022-06-28,3781,778,1300
Discover,3608-2800-4994-1128,2020-08-20,6925,584,2000
MasterCard,3608-2507-5890-1188,2018-02-01,6800,352,2000
BarclayCard US,3608-2067-4236-1198,2022-01-28,2903,067,1800
Visa,3608-2751-5458-1128,2019-03-16,3696,478,2000
Chase,3608-2588-4951-1220,2023-01-22,5586,292,1600
Capital One,3608-2181-5745-1216,2021-02-09,7110,404,1700
American Express,3608-2800-4580-1839,2023-12-05,4826,880,1900
Capital One,3608-2751-4458-1274,2019-08-07,5401,004,1200
BarclayCard US,3608-2507-4383-1399,2023-02-11,4237,927,1200
U.S. Bank,3608-1782-5890-1673,2018-10-02,6306,658,1800
Discover,3608-1192-5638-1631,2024-07-08,5381,505,1600
Wells Fargo,3608-1721-4711-1960,2019-11-30,2310,439,1500
Citibank,3608-2800-5890-1983,2024-02-18,4079,456,1600
Visa,3608-1395-5407-1916,2020-06-02,5731,923,1200
U.S. Bank,3608-2588-5890-1014,2023-09-24,1969,275,1500
Bank of America,3608-1782-4160-1056,2023-01-18,6263,590,1000
Capital One,3608-1682-4354-1163,2019-06-29,7638,863,1500
U.S. Bank,3608-1192-4523-1589,2023-06-12,7907,685,1500
Citibank,3608-2596-4951-1804,2024-01-10,7082,050,1400
USAA,3608-2751-5551-1220,2025-05-07,6509,332,2000
BarclayCard US,3608-1192-4994-1377,2024-01-05,7951,534,2000
Citibank,3608-2968-5638-1931,2020-01-24,7955,761,1500
Capital One,3608-1395-4657-1274,2020-05-21,2587,534,1700
Citibank,3608-1782-4158-1274,2019-08-13,7891,181,2000
Capital One,3608-1782-5333-1682,2021-02-18,4214,007,1100
PNC,3608-1782-4354-1163,2025-10-24,3774,648,1400
Wells Fargo,3608-1395-5745-1322,2023-05-01,6232,801,1200
MasterCard,3608-1192-4994-1761,2020-03-19,5423,957,1600
Bank of America,3608-1333-5983-1322,2018-10-28,5779,754,1300
MasterCard,3608-1333-4711-1613,2023-12-06,2331,659,1400
Discover,3608-2751-5988-1128,2024-08-05,3775,678,2000
Visa,3608-1782-4951-1306,2022-09-02,6011,719,1300
Wells Fargo,3608-2181-4342-1301,2025-10-29,7495,337,1200
PNC,3608-2067-4383-1761,2018-04-10,4215,608,1900
American Express,3608-2968-5983-1596,2023-12-06,6986,978,1900
Chase,3608-2751-5030-1292,2021-09-22,7037,685,1800
Citibank,3608-1721-4711-1128,2021-02-13,3131,470,1700
Discover,3608-2596-5152-1821,2023-12-09,5108,644,1600
PNC,3608-2800-5634-1844,2024-06-06,4523,127,2000
MasterCard,3608-2800-5691-1572,2021-04-08,6835,980,1900
Capital One,3608-2968-5015-1344,2020-05-20,2304,271,1900
MasterCard,3608-2067-4160-1682,2023-10-27,7099,976,1500
Citibank,3608-2751-5766-1583,2023-10-04,6272,040,2000
Bank of America,3608-2968-4288-1838,2020-07-09,7454,242,1500
BarclayCard US,3608-1333-4951-1856,2018-12-08,4333,449,1400
Bank of America,3608-2181-5766-1014,2024-08-13,2602,761,1800
MasterCard,3608-2067-5634-1190,2022-06-13,7818,655,1900
Wells Fargo,3608-1721-5766-1686,2021-07-06,5044,851,1300
Bank of America,3608-1333-4580-1190,2024-05-19,5404,227,1900
Visa,3608-2596-5333-1198,2024-05-13,3592,305,2000
Capital One,3608-2751-4657-1244,2019-11-29,3638,947,1100
Visa,3608-1782-5407-1194,2021-04-01,4697,539,1300
American Express,3608-1395-5407-1794,2022-02-18,4721,838,1800
Wells Fargo,3608-2800-5791-1182,2021-08-01,2115,233,1900
BarclayCard US,3608-1782-5407-1968,2025-09-15,4203,744,1400
Visa,3608-2968-4038-1245,2025-10-25,4810,103,1100
U.S. Bank,3608-2968-4236-1682,2025-02-22,3816,257,1700
Citibank,3608-1395-4354-1189,2022-11-09,5403,684,1300
USAA,3608-2968-5407-1054,2020-06-13,7601,644,1000
Citibank,3608-2751-5766-1558,2024-12-24,3769,345,1000
Visa,3608-1782-5724-1828,2020-06-29,6291,002,2000
Capital One,3608-2588-5132-1220,2025-09-04,6363,090,1000
Capital One,3608-2588-4657-1301,2025-03-24,3964,249,1700
PNC,3608-1721-5152-1244,2024-03-14,6941,378,2000
U.S. Bank,3608-2588-4394-1265,2025-01-04,6739,281,1200
Wells Fargo,3608-2181-4951-1440,2020-10-21,6527,802,1400
Bank of America,3608-2800-5015-1306,2019-02-14,6197,487,1800
Bank of America,3608-2751-5038-1157,2022-05-12,7924,864,1000
Capital One,3608-2968-4264-1668,2024-01-01,4607,558,1800
Visa,3608-1782-5333-1163,2019-11-21,6214,563,1400
American Express,3608-2067-4329-1377,2025-01-01,5472,470,1200
MasterCard,3608-2968-4523-1189,2024-11-17,5659,852,1100
Capital One,3608-2968-5407-1497,2020-06-19,6444,481,1900
Chase,3608-2596-4394-1068,2020-07-16,2611,056,1300
American Express,3608-2751-4711-1440,2019-04-12,7244,018,1200
USAA,3608-2507-5756-1804,2024-12-23,6035,047,1900
USAA,3608-1192-5333-1794,2022-12-13,6642,089,1100
Discover,3608-2507-5394-1474,2021-02-12,5261,429,1100
USAA,3608-2968-4445-1935,2023-12-10,2778,985,1400
PNC,3608-2596-4711-1055,2019-03-06,3920,295,1200
Capital One,3608-2507-4394-1361,2018-03-01,2915,315,1600
Citibank,3608-1333-4657-1960,2019-06-23,6439,842,1500
Citibank,3608-1395-4160-1931,2022-12-23,2365,021,1600
USAA,3608-2800-4523-1128,2019-09-06,7628,172,1400
Citibank,3608-2067-5724-1130,2024-03-12,4815,375,1900
U.S. Bank,3608-1721-5696-1589,2019-04-21,3611,298,1500
Citibank,3608-2588-4523-1821,2019-06-30,7534,322,1100
Chase,3608-1721-4264-1440,2018-08-10,4551,640,1100
MasterCard,3608-2588-5884-1593,2019-06-15,7484,661,1600
Citibank,3608-1721-4342-1804,2024-11-04,3077,594,1000
American Express,3608-2968-5638-1181,2022-04-03,2887,502,1700
American Express,3608-2067-4329-1617,2020-02-11,2256,696,1500
Capital One,3608-2507-4657-1629,2025-11-05,4597,767,1200
Bank of America,3608-1333-5638-1038,2019-09-26,5571,507,2000
Visa,3608-2751-4668-1185,2019-11-26,3279,346,1100
Bank of America,3608-2067-5015-1589,2023-01-13,5902,296,2000
PNC,3608-2751-5632-1465,2021-03-15,3118,627,1900
Discover,3608-1192-5696-1188,2025-07-14,6185,911,1600
Capital One,3608-2588-5132-1014,2025-01-25,7276,498,1700
Citibank,3608-2800-5132-1718,2019-04-24,7652,490,2000
BarclayCard US,3608-2507-4288-1163,2025-03-21,2003,644,1000
Bank of America,3608-2800-5884-1001,2018-12-06,6388,322,1600
PNC,3608-2588-4342-1306,2024-08-23,2885,033,1000
Chase,3608-1682-5638-1128,2020-11-09,7710,499,2000
Visa,3608-2968-4288-1134,2025-03-27,3471,969,1000
USAA,3608-1721-5724-1474,2018-12-31,2279,705,1500
Capital One,3608-2751-4158-1009,2021-06-04,3504,541,1100
Citibank,3608-1721-5015-1838,2019-06-30,3039,505,2000
Wells Fargo,3608-1782-5638-1673,2019-04-22,6610,582,1000
MasterCard,3608-2800-5459-1804,2020-10-07,7453,553,1000
American Express,3608-2800-4657-1596,2024-10-10,4645,467,1800
Citibank,3608-2507-4523-1055,2024-06-10,6811,194,1300
MasterCard,3608-1682-5459-1037,2019-02-03,7544,131,1700
Discover,3608-2588-4711-1744,2024-01-16,4464,629,2000
USAA,3608-1395-5884-1351,2024-05-13,3350,739,1900
Visa,3608-2800-5724-1055,2022-02-19,6329,312,1300
Visa,3608-2181-4342-1399,2025-11-03,6389,350,1800
Discover,3608-2588-5196-1274,2021-01-21,6929,529,1300
BarclayCard US,3608-2800-5983-1900,2023-07-07,5462,046,1900
MasterCard,3608-1782-5470-1217,2024-07-06,4325,244,1000
Chase,3608-2588-5791-1301,2025-02-07,2459,225,1400
USAA,3608-1782-4342-1631,2019-05-06,5039,416,1100
Visa,3608-2968-5988-1274,2024-05-08,6177,630,2000
Citibank,3608-2968-5988-1109,2024-01-31,4888,055,1800
Citibank,3608-1721-4264-1828,2025-05-02,2167,818,1800
U.S. Bank,3608-1721-4264-1693,2024-04-09,4756,028,1900
Chase,3608-1333-4264-1518,2018-11-03,7120,835,1000
Chase,3608-2507-5489-1976,2024-09-14,6026,786,2000
MasterCard,3608-2067-5030-1130,2023-05-22,5509,428,1900
Citibank,3608-2800-4711-1474,2019-09-03,1989,329,2000
American Express,3608-1721-4160-1593,2018-01-22,6464,727,1400
Citibank,3608-1721-5983-1597,2019-01-18,2276,603,1500
Visa,3608-1395-4288-1960,2022-05-15,2308,204,1300
Visa,3608-2181-4236-1351,2020-11-27,2980,854,2000
Visa,3608-2596-5696-1157,2021-08-25,5787,054,1700
Discover,3608-1721-4994-1194,2018-06-21,3752,410,1900
Wells Fargo,3608-1682-5791-1355,2022-07-04,2788,469,2000
Bank of America,3608-1782-5132-1322,2019-07-19,3953,755,1900
U.S. Bank,3608-2968-5015-1245,2021-05-16,7865,017,1300
Bank of America,3608-2507-5015-1037,2018-03-25,2136,882,1600
Wells Fargo,3608-1682-4354-1597,2022-09-01,3473,827,1200
Citibank,3608-2751-5884-1668,2022-11-20,4157,863,1900
Bank of America,3608-1782-5691-1322,2022-01-28,3007,903,1600
PNC,3608-2800-5750-1518,2024-10-29,7536,769,1100
Bank of America,3608-2596-5745-1892,2019-10-11,3095,036,1300
Chase,3608-2596-4005-1129,2018-05-12,2899,195,1200
Discover,3608-1782-5696-1935,2023-02-12,4076,000,1900
Capital One,3608-2968-5884-1795,2020-05-18,7191,683,1900
Discover,3608-2596-4951-1381,2024-03-28,6782,353,1100
PNC,3608-1395-4383-1497,2022-11-05,2127,866,1500
Capital One,3608-2968-4657-1583,2024-07-09,5199,204,1800
Discover,3608-1782-5983-1629,2019-04-06,4084,528,1100
Bank of America,3608-1782-4288-1014,2025-10-19,4987,743,2000
Capital One,3608-1782-4856-1189,2019-08-20,4945,076,1800
Discover,3608-2751-5791-1589,2020-08-23,4562,127,1800
Visa,3608-2800-4951-1838,2019-02-05,4302,790,1300
Bank of America,3608-2588-5983-1442,2019-10-31,5011,966,1600
Visa,3608-1333-5766-1931,2019-02-09,6712,507,1200
U.S. Bank,3608-1192-5489-1355,2025-07-20,3060,406,1000
Citibank,3608-2067-4657-1399,2023-11-30,7960,080,1300
Capital One,3608-2968-4342-1355,2018-02-02,6062,433,1200
BarclayCard US,3608-2968-4318-1068,2022-01-17,2416,206,1000
U.S. Bank,3608-2181-5745-1682,2024-01-07,7932,020,1000
U.S. Bank,3608-2181-5634-1718,2023-10-21,6400,162,1600
Wells Fargo,3608-2507-4383-1558,2025-12-20,5320,792,1800
MasterCard,3608-2588-4394-1623,2020-07-03,4179,768,1900
Bank of America,3608-2751-5745-1407,2018-02-01,7059,136,1700
MasterCard,3608-1721-4264-1968,2023-01-21,5462,421,2000
PNC,3608-2507-4711-1064,2022-06-16,4529,232,1900
Chase,3608-2968-5407-1828,2018-02-15,7209,555,1500
PNC,3608-2968-5988-1838,2019-01-02,2545,036,1700
American Express,3608-2507-4711-1603,2018-10-03,2767,770,1600
Discover,3608-2067-4668-1983,2020-10-20,3924,916,1800
BarclayCard US,3608-1721-4318-1837,2022-12-17,2222,286,1600
Discover,3608-1395-4458-1121,2019-05-11,4436,514,1300
Chase,3608-1333-4158-1181,2022-02-27,7657,673,1700
MasterCard,3608-1333-4657-1844,2023-05-29,2809,800,1100
MasterCard,3608-1333-4354-1306,2025-10-01,5874,184,1600
Bank of America,3608-1333-5638-1999,2021-03-05,3289,820,1200
Discover,3608-1395-4856-1216,2018-10-17,4762,724,1400
Bank of America,3608-2588-5132-1593,2023-02-12,3386,044,1600
Citibank,3608-1682-5551-1198,2019-10-22,5198,704,1000
Discover,3608-2067-5489-1265,2024-07-11,7164,993,1700
American Express,3608-2800-5470-1306,2020-09-05,3095,820,1200
Bank of America,3608-2181-4329-1274,2021-03-10,6918,462,1200
American Express,3608-2588-4158-1394,2023-11-20,7991,820,1200
Bank of America,3608-2596-5696-1968,2021-07-19,7956,816,1900
BarclayCard US,3608-2588-5551-1476,2025-02-15,7637,952,2000
Wells Fargo,3608-2067-5459-1377,2024-12-15,7453,306,1900
Bank of America,3608-2968-5988-1915,2024-11-22,7597,879,1300
MasterCard,3608-2067-5983-1121,2018-02-21,4547,925,1400
MasterCard,3608-1682-4344-1613,2023-03-20,3263,491,1000
Discover,3608-2181-4158-1838,2025-07-02,3802,369,1600
Visa,3608-1682-5756-1900,2023-08-23,2289,918,1200
Capital One,3608-2968-4580-1705,2023-08-30,3168,912,1300
BarclayCard US,3608-2596-4354-1215,2024-12-24,5475,365,1600
MasterCard,3608-1721-5489-1361,2021-09-01,3460,363,1600
Wells Fargo,3608-2968-5791-1217,2018-04-14,6761,456,1300
BarclayCard US,3608-1395-4445-1497,2019-07-12,6611,422,2000
American Express,3608-2181-5750-1190,2025-06-12,7570,507,1100
Discover,3608-2800-5696-1596,2018-03-12,4834,931,1500
BarclayCard US,3608-2751-4038-1821,2023-12-01,4954,357,1900
American Express,3608-2800-4005-1597,2023-10-14,7912,928,1600
U.S. Bank,3608-1333-4288-1128,2023-01-08,3172,963,1000
BarclayCard US,3608-1395-4329-1054,2018-06-30,7756,699,1000
Discover,3608-1395-4344-1383,2021-08-30,4935,329,1200
Visa,3608-1333-5766-1660,2025-08-06,6473,309,1700
Chase,3608-2588-4288-1064,2021-02-07,4621,545,1800
USAA,3608-1333-4523-1593,2024-03-27,3874,541,1300
Citibank,3608-2507-5890-1476,2018-02-16,3199,364,1400
BarclayCard US,3608-2968-5015-1828,2024-07-18,1965,136,1500
BarclayCard US,3608-1333-4994-1189,2018-12-18,3855,303,1900
Capital One,3608-1395-4288-1613,2022-02-24,3727,502,1600
Chase,3608-1192-4711-1475,2022-04-15,2107,340,1000
Chase,3608-2596-5983-1344,2019-01-16,5654,470,1400
Chase,3608-2067-4344-1613,2024-01-31,5695,629,1200
BarclayCard US,3608-1333-4394-1377,2022-02-12,2789,991,1900
BarclayCard US,3608-2588-4318-1322,2021-11-15,2038,975,1800
PNC,3608-1721-5756-1844,2018-03-24,2626,004,1200
Visa,3608-2751-4951-1094,2020-08-07,7937,276,1500
Capital One,3608-1682-4445-1744,2021-04-23,5746,077,1900
Bank of America,3608-1333-5638-1428,2018-05-10,4137,723,1900
Chase,3608-2800-5750-1589,2022-12-30,7920,089,1500
Capital One,3608-2968-4005-1032,2018-10-01,3551,162,1100
BarclayCard US,3608-2596-5407-1014,2018-08-28,4765,025,1800
Capital One,3608-1192-5750-1631,2024-02-04,3904,950,1900
Chase,3608-2800-5632-1001,2020-12-13,6940,040,1300
Discover,3608-1333-4994-1215,2021-10-25,4263,541,2000
USAA,3608-1333-5884-1244,2023-04-07,4963,571,1500
PNC,3608-1333-5638-1718,2019-11-17,3651,158,1000
Discover,3608-2067-5745-1583,2021-01-24,3014,268,1300
Chase,3608-2800-4458-1839,2021-04-19,5072,295,1800
Capital One,3608-2588-5470-1613,2020-08-25,2424,571,1100
MasterCard,3608-1721-4668-1623,2025-09-16,2888,794,1100
BarclayCard US,3608-1682-5756-1001,2019-09-07,7549,631,1600
Citibank,3608-2751-4458-1629,2022-10-27,2469,426,1500
Capital One,3608-1333-5696-1181,2025-06-10,6461,677,1500
USAA,3608-1682-5691-1745,2019-11-27,3195,093,1300
PNC,3608-1682-4445-1032,2018-11-10,6104,845,1300
Bank of America,3608-2067-5745-1593,2018-03-14,3443,738,1800
U.S. Bank,3608-2588-4951-1300,2025-12-19,3493,346,1100
Bank of America,3608-1333-5766-1935,2025-07-21,6757,300,1600
USAA,3608-1192-5724-1935,2025-01-22,4510,822,1100
Chase,3608-2181-5458-1686,2020-08-12,2880,083,1000
MasterCard,3608-1782-4523-1278,2025-03-23,5673,256,1700
American Express,3608-1192-5407-1383,2019-12-03,6988,502,1900
USAA,3608-1192-4005-1631,2021-07-24,7947,285,2000
Visa,3608-1192-5132-1361,2020-12-28,6275,686,1800
American Express,3608-2067-4994-1181,2024-09-11,5936,360,1000
American Express,3608-1782-5038-1306,2025-06-26,5138,859,2000
Capital One,3608-2751-4994-1900,2018-05-08,4566,613,1200
U.S. Bank,3608-2800-5394-1935,2023-10-08,7410,059,1000
MasterCard,3608-2181-5030-1024,2021-09-26,4590,137,2000
U.S. Bank,3608-1192-4329-1440,2021-08-29,7426,330,2000
Visa,3608-2800-5890-1182,2020-04-15,7530,356,1600
BarclayCard US,3608-2968-4158-1194,2021-10-02,6135,874,1400
PNC,3608-1192-5634-1109,2020-01-26,3283,458,1200
Bank of America,3608-2596-4288-1128,2025-08-05,7084,685,2000
Capital One,3608-1192-4158-1198,2018-06-27,6777,591,1700
Visa,3608-2968-5132-1828,2018-06-30,5436,786,1800
USAA,3608-2067-4711-1322,2019-02-14,5961,069,1600
American Express,3608-2800-5691-1794,2019-01-19,6295,393,1400
Visa,3608-2800-4344-1693,2019-09-26,4679,872,1300
Wells Fargo,3608-2596-5632-1140,2019-05-31,3000,463,1500
Visa,3608-2507-5634-1163,2018-08-31,6177,677,1700
Visa,3608-2507-5750-1631,2023-01-15,3356,105,1600
Bank of America,3608-2800-5470-1383,2025-06-30,7969,808,1200
USAA,3608-2751-5152-1055,2023-05-18,7821,551,1200
Chase,3608-1682-4329-1255,2025-06-27,2479,541,1500
Visa,3608-1782-4288-1220,2022-03-21,8037,742,1800
Wells Fargo,3608-2800-5489-1442,2023-03-18,2704,043,1700
Wells Fargo,3608-1682-5750-1717,2023-08-19,5890,143,1600
Wells Fargo,3608-2596-5988-1518,2018-08-05,4012,197,1200
Chase,3608-1782-5696-1361,2021-06-13,7053,590,2000
Citibank,3608-1721-5983-1185,2022-07-26,5417,940,1600
Bank of America,3608-1782-5766-1804,2019-01-18,6376,694,1400
American Express,3608-2181-5988-1381,2023-05-12,4571,323,1300
Discover,3608-2507-5638-1794,2025-11-25,3018,108,2000
Citibank,3608-2800-5638-1190,2021-06-09,2437,687,1900
American Express,3608-2800-5983-1245,2020-11-03,2955,056,1300
Discover,3608-2181-5988-1465,2020-11-14,4221,501,1100
U.S. Bank,3608-1721-5691-1300,2025-03-20,2342,754,1100
Visa,3608-2800-4354-1705,2018-04-12,5191,024,1900
MasterCard,3608-1682-4354-1292,2023-04-21,5902,341,1400
USAA,3608-2588-4005-1399,2022-07-26,5364,158,1200
U.S. Bank,3608-2181-5470-1038,2022-11-13,7995,933,1300
Wells Fargo,3608-1721-4668-1589,2022-12-24,7869,125,1000
Visa,3608-1333-5152-1001,2025-09-15,4365,713,2000
USAA,3608-1721-5152-1322,2025-12-09,6118,194,1500
American Express,3608-2588-5394-1351,2021-12-25,3696,515,2000
Bank of America,3608-1395-5890-1140,2019-04-02,2363,897,1100
U.S. Bank,3608-2751-5983-1617,2020-12-24,6870,685,1300
American Express,3608-1395-5756-1900,2020-01-01,7322,806,1200
American Express,3608-2800-4288-1306,2024-02-19,2771,680,2000
Visa,3608-1395-4329-1892,2018-03-08,5269,181,1700
American Express,3608-2751-4236-1804,2020-01-19,6917,805,1200
USAA,3608-2968-4342-1673,2024-09-29,6502,382,1700
Capital One,3608-1192-4711-1960,2024-10-13,2244,222,1200
USAA,3608-2596-5152-1181,2025-10-25,4148,597,1700
BarclayCard US,3608-2067-4318-1300,2024-08-12,2043,928,1900
Capital One,3608-1721-4394-1109,2019-02-14,7400,730,1900
MasterCard,3608-1682-4383-1593,2019-04-25,4267,392,1500
MasterCard,3608-1721-4344-1214,2022-07-18,7580,179,1900
American Express,3608-1192-5132-1717,2023-10-21,2397,288,1700
MasterCard,3608-1192-4344-1054,2023-11-06,2492,541,2000
USAA,3608-1682-5890-1935,2019-09-27,4141,074,1400
Visa,3608-2181-5333-1109,2023-07-10,4537,515,2000
PNC,3608-2181-5724-1381,2024-08-07,4900,026,1500
Capital One,3608-2507-5030-1399,2020-07-10,5197,000,1400
American Express,3608-2588-5632-1032,2025-10-13,4610,470,1600
Citibank,3608-2596-4657-1551,2021-05-29,6615,647,1400
MasterCard,3608-2751-5988-1163,2021-06-20,4131,350,1500
USAA,3608-1682-4354-1094,2021-01-30,4982,440,1900
USAA,3608-1192-4994-1892,2022-09-22,4650,008,1600
American Express,3608-2596-5459-1821,2025-08-04,2509,643,1300
American Express,3608-2751-4342-1129,2024-06-22,6402,315,2000
Chase,3608-1682-5696-1052,2022-08-30,6773,461,1500
Visa,3608-2181-4236-1056,2019-05-18,4371,650,2000
Wells Fargo,3608-1192-5756-1960,2020-03-29,2092,100,1700
BarclayCard US,3608-1192-5015-1157,2021-11-12,5071,541,1000
American Express,3608-1192-5638-1394,2018-11-07,5641,559,1400
Visa,3608-1682-5691-1190,2018-05-15,4374,191,1700
PNC,3608-2588-5015-1693,2022-08-08,5123,073,1400
Bank of America,3608-1782-5458-1999,2025-07-10,3977,956,1000
Bank of America,3608-2507-4580-1053,2020-10-01,2875,307,1300
Bank of America,3608-2596-5152-1301,2023-07-26,6106,020,1800
Discover,3608-1395-4342-1182,2023-01-13,7676,371,1400
PNC,3608-1333-4344-1355,2025-05-24,4507,698,1300
Wells Fargo,3608-2181-5750-1856,2023-05-21,6016,228,1100
PNC,3608-2067-5791-1344,2024-01-29,7647,926,2000
Capital One,3608-1333-4445-1140,2018-05-15,7425,649,1800
PNC,3608-2968-5756-1109,2021-07-21,2647,741,1000
Chase,3608-2800-5458-1668,2024-04-15,7435,523,1100
Wells Fargo,3608-1721-4344-1052,2018-01-02,2479,986,1000
BarclayCard US,3608-2181-5745-1032,2018-03-03,2174,640,1900
Visa,3608-2800-5015-1189,2025-04-28,3460,248,1300
U.S. Bank,3608-2968-5766-1960,2020-07-03,5886,070,1400
American Express,3608-1192-5407-1216,2024-11-22,5592,922,1000
Wells Fargo,3608-1682-5132-1009,2019-05-18,6595,436,1100
American Express,3608-2507-4005-1217,2025-11-22,4570,216,1600
Capital One,3608-2507-4383-1476,2023-01-31,6652,828,1900
Chase,3608-1721-5745-1428,2022-12-31,2686,402,1200
Citibank,3608-2596-5152-1474,2019-06-28,4165,147,1700
Citibank,3608-1721-4951-1300,2024-10-28,5895,123,1000
American Express,3608-1721-4458-1983,2021-04-21,2904,966,1100
